9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,4
3,1,1,1,1,1,1,1,1,1,1,1,1,1,8,0,0,0,0,4
3,1,1,1,1,1,1,1,1,1,1,1,1,8,0,0,0,0,0,4
3,1,1,1,1,1,1,1,1,1,1,1,8,0,0,0,0,0,0,4
3,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,9,10,2
3,1,1,1,1,1,1,1,1,1,1,8,0,0,0,0,3,1,1,2
3,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,3,1,1,2
3,1,1,1,1,1,1,1,1,1,8,0,0,0,0,9,1,1,1,2
3,1,1,1,1,1,1,1,1,8,0,0,0,0,9,1,1,1,1,2
3,1,1,1,1,1,1,1,8,0,0,0,0,0,3,1,1,1,1,2
3,1,7,7,7,7,7,8,0,0,0,0,0,9,1,1,1,1,1,2
3,2,0,0,0,0,0,0,0,0,0,0,9,1,1,1,1,1,1,2
3,2,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1,1,1,2
3,1,10,10,10,10,10,10,10,10,10,10,1,1,1,1,1,1,1,2
3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8
